COD_CURSO;COD_DISCIPLINA;COD_TURMA;HR_INICIO;NOME_DISCIPLINA;VAGAS_OFERECIDAS;VAGAS_OCUPADAS;DIA_SEMANA;HR_FIM;TIPO_AULA;NUM_SALA
GTEL;GEXT7401;510114;11:45:00;COMPUTAÇÃO;14;7;TER;13:30:00;Teórica;PAV01LAB03
GTEL;GEXT7401;510114;12:40:00;COMPUTAÇÃO;14;7;QUI;14:25:00;Teórica;PAV01LAB03
GTEL;GEXT7401;510115;14:30:00;COMPUTAÇÃO;13;6;TER;16:25:00;Teórica;PAV01LAB03
GTEL;GEXT7401;510115;08:50:00;COMPUTAÇÃO;13;6;QUI;10:45:00;Teórica;PAVILHÃO 1
GCIV;GCIV8502;740034;16:30:00;COMPUTAÇÃO GRÁFICA;20;20;SEX;19:10:00;Prática;D.LABCIVIL
GCIV;GCIV8502;740030;14:30:00;COMPUTAÇÃO GRÁFICA;20;20;TER;17:20:00;Prática;D.LABCIVIL
BCC;GCC1731;971731;18:20:00;COMPUTAÇÃO GRÁFICA;25;4;TER;21:50:00;Teórica;PAV1LAB4
WEB;GTSI1408;601408;18:20:00;COMPUTAÇÃO GRÁFICA;25;2;TER;21:40:00;Teórica;PAV1LAB4
GTEL;GELE7327;500011;15:35:00;COMUNICAÇÕES MÓVEIS;30;11;TER;18:15:00;Teórica;L-32
GTEL;GELE7208;500012;17:25:00;COMUNICAÇÕES ÓTICAS;30;10;SEX;19:10:00;Prática;E202
GTEL;GELE7208;500012;19:10:00;COMUNICAÇÕES ÓTICAS;30;10;SEX;20:50:00;Teórica;E-305
GTEL;GELE7343;507343;14:30:00;COMUNICAÇÕES VIA SATÉLITE;30;6;TER;17:20:00;Teórica;E-215
BCC;GCC1735;901735;;CONCEPÇÃO E ELABORAÇÃO DE PROJETO FINAL;25;8;;;;
WEB;GTSI1256;640017;;CONCEPÇÃO E ELABORAÇÃO DE PROJETO FINAL;40;3;;;;
GCIV;GCIV0830;700830;20:00:00;CONCRETO PROTENDIDO;20;3;TER;21:50:00;Teórica;D-202
GPROD;GPRO7831;450082;09:55:00;CONFIABILIDADE ESTRUTURAL;40;40;TER;12:35:00;Teórica;E-301
GMEC;GMEC7105;170599;19:11:00;CONSTRUÇÃO DE MÁQUINAS;50;45;QUA;22:41:00;Teórica;E-305
GPROD;GPRO7811;450085;07:00:00;CONTABILIDADE GERENCIAL;40;40;QUA;09:40:00;Teórica;E-301
AMB;GEDA9215;130011;19:10:00;CONTROLE DE POLUIÇÃO I;60;20;QUA;22:40:00;Teórica;
AMB;GEDA9220;130022;17:30:00;CONTROLE DE POLUIÇÃO II;60;19;QUI;19:10:00;Teórica;A-301
AMB;GEDA9220;130022;17:30:00;CONTROLE DE POLUIÇÃO II;60;19;QUA;19:10:00;Teórica;A-301
GAUT;GELE7191;657001;17:20:00;CONTROLE DIGITAL;30;4;SEG;20:00:00;Teórica;L-34
GAUT;GELE7332;657003;16:30:00;CONTROLE NÃO-LINEAR;20;4;TER;19:10:00;Teórica;CAMPIII204
GAUT;GELE7336;658002;18:20:00;CONTROLE ROBUSTO E ADAPTATIVO;30;5;SEG;20:50:00;Teórica;D-304
GAUT;GELE7181;656003;14:30:00;CONTROLES E SERVOMECANISMO II;20;8;TER;16:25:00;Prática;E-215
GAUT;GELE7181;656003;12:40:00;CONTROLES E SERVOMECANISMO II;20;8;TER;14:25:00;Teórica;CAMPIII203
GEL;GELE7181;272547;14:30:00;CONTROLES E SERVOMECANISMO II;25;19;TER;16:25:00;Prática;E-215
GEL;GELE7181;272547;12:40:00;CONTROLES E SERVOMECANISMO II;25;19;TER;14:25:00;Teórica;CAMPIII203
GELT;GELE7181;362559;12:40:00;CONTROLES E SERVOMECANISMO II;25;9;TER;14:25:00;Teórica;CAMPIII203
GELT;GELE7181;362559;14:30:00;CONTROLES E SERVOMECANISMO II;25;9;TER;16:25:00;Prática;E-215
GAUT;GELE7171;655042;14:30:00;CONTROLES E SERVOMECANISMOS I;30;10;QUI;16:25:00;Prática;
GAUT;GELE7171;655042;12:40:00;CONTROLES E SERVOMECANISMOS I;30;10;QUI;14:25:00;Teórica;CAMPIII203
GEL;GELE7171;252480;14:30:00;CONTROLES E SERVOMECANISMOS I;30;21;QUI;16:25:00;Prática;CAMPIII203
GEL;GELE7171;252480;12:40:00;CONTROLES E SERVOMECANISMOS I;30;21;QUI;14:25:00;Teórica;CAMPIII203
GELT;GELE7171;352480;12:40:00;CONTROLES E SERVOMECANISMOS I;25;12;QUI;14:25:00;Teórica;CAMPIII203
GELT;GELE7171;352480;14:30:00;CONTROLES E SERVOMECANISMOS I;25;12;QUI;16:25:00;Prática;
GTEL;GELE7171;550481;12:40:00;CONTROLES E SERVOMECANISMOS I;21;19;SEG;16:25:00;Teórica;L-21
GAUT;GELE7064;655040;12:40:00;CONVERSÃO DE ENERGIA I;30;5;SEG;14:25:00;Teórica;E-303
GAUT;GELE7064;655040;12:40:00;CONVERSÃO DE ENERGIA I;30;5;QUA;14:25:00;Prática;
GELT;GELE7064;362558;14:30:00;CONVERSÃO DE ENERGIA I;25;4;QUA;16:25:00;Prática;
GELT;GELE7064;362558;12:40:00;CONVERSÃO DE ENERGIA I;25;4;SEG;14:25:00;Teórica;E-303
GEL;GELE7064;252438;14:30:00;CONVERSÃO DE ENERGIA I;50;11;SEX;16:25:00;Prática;
GEL;GELE7064;252438;12:40:00;CONVERSÃO DE ENERGIA I;50;11;SEG;14:25:00;Teórica;E-303
GTEL;GELE7064;560477;12:40:00;CONVERSÃO DE ENERGIA I;25;10;SEG;14:25:00;Teórica;E-303
GTEL;GELE7064;560477;14:30:00;CONVERSÃO DE ENERGIA I;25;10;QUA;16:25:00;Prática;
GEL;GELE7074;282700;12:40:00;CONVERSÃO DE ENERGIA II;50;7;SEX;14:25:00;Prática;LAB 1
GEL;GELE7074;282700;14:30:00;CONVERSÃO DE ENERGIA II;50;7;SEG;16:25:00;Teórica;L-22
GEL;GELE7063;252420;19:10:00;CORRENTE ALTERNADA I;30;21;TER;21:50:00;Teórica;D-318
GEL;GELE7075;262503;21:00:00;CORRENTE ALTERNADA II;50;15;QUI;22:40:00;Prática;
GEL;GELE7075;262503;19:11:00;CORRENTE ALTERNADA II;50;15;QUI;20:51:00;Teórica;L-21
GLEA;GLEA1637;011637;08:50:00;CULTURA DOS PAÍSES DE LÍNGUA INGLESA;40;8;QUA;10:45:00;Teórica;CAMPIII202
GLEA;GLEA1425;010017;10:50:00;CULTURA HISPÂNICA;40;20;TER;12:35:00;Teórica;CAMPIII201
GPROD;GPRO7806;460096;09:55:00;CUSTOS INDUSTRIAIS;40;40;QUA;12:35:00;Teórica;L-21
GCIV;GCIV8103;700018;15:35:00;DESENHO;44;1;SEG;18:10:00;Teórica;
GCIV;GCIV8103;700010;15:35:00;DESENHO;10;0;SEG;18:10:00;Prática;
GCIV;GCIV8103;700018;14:30:00;DESENHO;44;1;SEG;15:25:00;Teórica;
GCIV;GCIV8103;700010;14:30:00;DESENHO;10;0;SEG;15:25:00;Prática;
GAUT;GDES7001;650001;12:40:00;DESENHO;38;18;QUI;16:25:00;Teórica;E-318
GAMB;GEAMB1101;162003;;DESENHO;50;0;;;;
GELT;GDES7001;301024;12:40:00;DESENHO;36;9;TER;16:25:00;Prática;E-318
GEL;GDES7001;201024;12:40:00;DESENHO;23;10;TER;16:25:00;Prática;E-308
GMEC;GDES7001;101020;07:00:00;DESENHO;26;4;TER;10:35:00;Prática;E-318
GMEC;GDES7001;101023;07:00:00;DESENHO;30;7;TER;10:35:00;Prática;E-308
GPROD;GDES7001;400006;07:00:00;DESENHO;57;11;QUI;10:45:00;Prática;E-318
GPROD;GDES7001;410006;07:00:00;DESENHO;8;0;QUI;10:45:00;Prática;E-308
GTEL;GDES7001;501023;12:40:00;DESENHO;12;8;QUI;16:25:00;Prática;E-308
GMEC;GDES7201;101025;09:40:00;DESENHO DE MÁQUINAS;30;15;SEG;12:35:00;Prática;E-318
GMEC;GDES7201;140414;09:40:00;DESENHO DE MÁQUINAS;30;10;SEG;12:35:00;Prática;E-308
GCIV;GCIV8202;710008;18:20:00;DESENHO TÉCNICO;25;24;QUI;20:50:00;Teórica;E-318
GCIV;GCIV8202;710076;18:20:00;DESENHO TÉCNICO;25;10;QUA;20:50:00;Prática;E-308
AMB;GMAD9204;130006;19:10:00;DESENHO TÉCNICO APLICADO;20;4;SEX;22:40:00;Teórica;
GAUT;GDES7002;653024;12:40:00;DESENHO TÉCNICO I;30;30;SEG;15:20:00;Prática;E-308
GELT;GDES7002;332254;12:40:00;DESENHO TÉCNICO I;30;25;QUA;15:25:00;Prática;E-318
GEL;GDES7002;232254;12:40:00;DESENHO TÉCNICO I;30;30;SEG;15:20:00;Prática;E-318
GMEC;GDES7002;101026;08:50:00;DESENHO TÉCNICO I;30;17;QUA;11:40:00;Prática;E-318
GMEC;GDES7002;130370;08:50:00;DESENHO TÉCNICO I;30;16;QUA;11:40:00;Teórica;E-308
GPROD;GDES7002;430073;08:50:00;DESENHO TÉCNICO I;30;24;SEX;11:40:00;Teórica;E-308
GPROD;GDES7002;440084;08:50:00;DESENHO TÉCNICO I;30;10;SEX;11:40:00;Prática;E-318
GTEL;GDES7002;530301;12:40:00;DESENHO TÉCNICO I;30;25;QUA;15:20:00;Prática;E-308
GELT;GDES7101;342373;16:30:00;DESENHO TÉCNICO II;20;1;QUA;19:10:00;Prática;E-308
GEL;GDES7101;232255;16:30:00;DESENHO TÉCNICO II;20;12;QUA;19:10:00;Prática;E-308
GTEL;GDES7101;500009;16:30:00;DESENHO TÉCNICO II;20;1;QUA;19:10:00;Prática;E-308
GPROD;GPRO7844;407844;08:50:00;DESENVOLVIMENTO DE EMBALAGENS;15;4;QUI;11:40:00;Teórica;L-32
GLEA;GLEA1078;011078;07:00:00;DESENVOLVIMENTO E POLÍTICA EXTERNA COMPARADA:MÉXICO,ARGENTINA E BRASIL;40;1;QUA;08:45:00;Teórica;CAMPIII202
GMEC;GMEC7002;107002;13:35:00;DINÂMICA;40;18;SEG;15:20:00;Teórica;L-35
GMEC;GMEC7002;107002;12:40:00;DINÂMICA;40;18;SEX;14:25:00;Teórica;L-34
GMEC;GMEC7002;130337;10:50:00;DINÂMICA;40;24;SEG;12:35:00;Teórica;E-305
GMEC;GMEC7002;130337;13:35:00;DINÂMICA;40;24;TER;15:20:00;Teórica;E-303
GMEC;GMEC7102;150511;15:35:00;DINÂMICA DAS MÁQUINAS;50;48;QUI;18:15:00;Teórica;E-318
GLEA;GLEA1216;010008;08:50:00;DIREITO APLICADO I;40;32;SEG;11:40:00;Teórica;L-32
GLEA;GLEA1079;011079;12:40:00;DIREITO EMPRESARIAL;40;3;QUA;14:25:00;Teórica;L-21
GELT;GELE7322;382564;19:10:00;DISPOSITIVOS REPROGRAMÁVEIS;25;18;QUI;20:00:00;Teórica;SALA E-214
GELT;GELE7322;382564;20:00:00;DISPOSITIVOS REPROGRAMÁVEIS;25;18;QUI;21:50:00;Prática;SALA E-214
GEL;GELE7312;282701;18:20:00;DISTRIBUIÇÃO E PLANEJAMENTO;30;5;QUA;20:50:00;Teórica;D-312
GEL;GELE7309;282559;18:20:00;DISTRIBUIÇÃO PROJETO E EQUIPAMENTOS;30;9;SEG;20:50:00;Teórica;D-318
AMB;GEDA9214;130014;18:20:00;ECOLOGIA;60;24;TER;20:00:00;Teórica;A-305
AMB;GEDA9214;130014;17:30:00;ECOLOGIA;60;24;SEX;19:10:00;Teórica;A-305
GCIV;GCIV8401;730025;14:30:00;ECONOMIA;40;40;SEX;16:25:00;Teórica;L-22
GAUT;GEDA7101;658005;16:30:00;ECONOMIA;40;16;QUA;18:15:00;Teórica;CAMPIII203
GELT;GEDA7101;372554;16:30:00;ECONOMIA;40;14;SEG;18:15:00;Teórica;H-104
GEL;GEDA7101;272554;16:30:00;ECONOMIA;40;18;QUA;18:15:00;Teórica;CAMPIII203
GMEC;GEDA7101;120304;16:30:00;ECONOMIA;52;45;SEG;18:15:00;Teórica;H-104
GTEL;GEDA7101;570532;17:25:00;ECONOMIA;40;18;TER;19:10:00;Teórica;L-23
WEB;GADM7756;600014;12:40:00;ECONOMIA BRASILEIRA;10;8;SEX;14:25:00;Teórica;L-22
BCC;GCC1841;981841;;ELABORAÇÃO E CONSTRUÇÃO DE PROJETO FINAL;25;5;;;;
WEB;GTSI1265;690010;;ELABORAÇÃO E CONSTRUÇÃO DE PROJETO FINAL;25;15;;;;
GMEC;GMEC7103;140457;08:50:00;ELEMENTOS DE MÁQUINAS I;50;33;TER;10:45:00;Teórica;L-35
GMEC;GMEC7103;140457;09:55:00;ELEMENTOS DE MÁQUINAS I;50;33;QUI;11:40:00;Teórica;L-34
GMEC;GMEC7104;170301;12:40:00;ELEMENTOS DE MÁQUINAS II;50;35;TER;14:25:00;Teórica;L-22
GMEC;GMEC7104;170301;08:50:00;ELEMENTOS DE MÁQUINAS II;50;35;SEX;10:45:00;Teórica;L-31
GELT;GELE7345;300078;10:50:00;ELEMENTOS DE ÓPTICA INTEGRADA E FOTÔNICA;15;0;QUI;13:30:00;Teórica;SALA E-214
GMEC;GELE7043;170300;13:35:00;ELETRICIDADE APLICADA;50;37;SEX;15:20:00;Teórica;CAMPIII202
GMEC;GELE7043;170300;15:35:00;ELETRICIDADE APLICADA;50;37;SEX;17:20:00;Prática;CAMPIII202
GAUT;GEXT7003;652019;14:30:00;ELETRICIDADE BÁSICA;25;25;SEX;16:25:00;Prática;H-103
GAUT;GEXT7003;652019;12:40:00;ELETRICIDADE BÁSICA;25;25;QUA;15:20:00;Teórica;H-104
GEL;GEXT7003;222180;14:30:00;ELETRICIDADE BÁSICA;25;25;SEX;16:25:00;Teórica;E-307
GEL;GEXT7003;222180;12:40:00;ELETRICIDADE BÁSICA;25;25;QUA;15:20:00;Teórica;E-305
GCIV;GEXT7003;720013;12:40:00;ELETRICIDADE BÁSICA;50;50;SEX;14:25:00;Prática;H-101
GCIV;GEXT7003;720013;12:40:00;ELETRICIDADE BÁSICA;50;50;SEG;15:20:00;Teórica;CAMPIII102
GELT;GEXT7003;322180;12:40:00;ELETRICIDADE BÁSICA;25;25;QUA;15:20:00;Teórica;E-305
GELT;GEXT7003;322180;14:30:00;ELETRICIDADE BÁSICA;25;25;SEX;16:25:00;Teórica;E-307
GMEC;GEXT7003;120303;07:00:00;ELETRICIDADE BÁSICA;50;50;TER;08:45:00;Teórica;
GMEC;GEXT7003;120303;09:55:00;ELETRICIDADE BÁSICA;50;50;QUA;12:35:00;Teórica;E-303
GPROD;GEXT7003;420063;10:50:00;ELETRICIDADE BÁSICA;50;37;SEG;13:30:00;Teórica;E-307
GPROD;GEXT7003;420063;08:50:00;ELETRICIDADE BÁSICA;50;37;QUI;10:45:00;Teórica;H-103
GTEL;GEXT7003;520203;12:40:00;ELETRICIDADE BÁSICA;25;5;QUA;15:20:00;Prática;H-104
GTEL;GEXT7003;520203;14:30:00;ELETRICIDADE BÁSICA;25;5;SEX;16:25:00;Teórica;H-103
GPROD;GELE7178;430072;08:50:00;ELETRICIDADE/ELETRÔNICA;57;33;QUA;11:40:00;Teórica;L-32
GPROD;GELE7178;430072;11:45:00;ELETRICIDADE/ELETRÔNICA;57;33;QUA;13:30:00;Teórica;E-212
GAUT;GELE7052;655050;16:30:00;ELETROMAGNETISMO I;30;19;SEG;19:10:00;Teórica;H-103
GELT;GELE7052;352411;16:30:00;ELETROMAGNETISMO I;25;18;SEG;19:10:00;Teórica;L-22
GEL;GELE7052;242330;16:30:00;ELETROMAGNETISMO I;26;22;SEG;19:10:00;Teórica;H-103
GTEL;GELE7052;550404;16:30:00;ELETROMAGNETISMO I;15;14;SEG;19:10:00;Teórica;L-22
GAUT;GELE7062;656002;16:30:00;ELETROMAGNETISMO II;20;11;TER;19:10:00;Teórica;H-104
GELT;GELE7062;362552;16:30:00;ELETROMAGNETISMO II;25;8;TER;19:10:00;Teórica;L-34
GEL;GELE7062;252411;16:30:00;ELETROMAGNETISMO II;55;15;TER;19:10:00;Teórica;H-104
GTEL;GELE7062;562552;16:30:00;ELETROMAGNETISMO II;25;1;TER;19:10:00;Teórica;L-34
GEL;GELE7175;262536;16:30:00;ELETRÔNICA APLICADA;30;8;SEX;18:15:00;Prática;E-212
GEL;GELE7175;262536;14:30:00;ELETRÔNICA APLICADA;30;8;SEX;16:25:00;Teórica;E-303
GAUT;GELE7163;653034;12:40:00;ELETRÔNICA DIGITAL;50;13;QUI;14:25:00;Prática;
GAUT;GELE7163;653034;12:40:00;ELETRÔNICA DIGITAL;50;13;QUA;15:20:00;Teórica;
GELT;GELE7163;333266;12:40:00;ELETRÔNICA DIGITAL;25;7;QUI;14:25:00;Prática;
GELT;GELE7163;333266;12:40:00;ELETRÔNICA DIGITAL;25;7;QUA;15:20:00;Teórica;
GEL;GELE7163;233266;14:30:00;ELETRÔNICA DIGITAL;30;10;QUI;16:25:00;Prática;
GEL;GELE7163;233266;12:40:00;ELETRÔNICA DIGITAL;30;10;QUA;15:20:00;Teórica;
GTEL;GELE7163;530261;12:40:00;ELETRÔNICA DIGITAL;50;17;QUA;15:20:00;Teórica;
GTEL;GELE7163;530261;14:30:00;ELETRÔNICA DIGITAL;50;17;QUI;16:25:00;Prática;
GAUT;GELE7151;654032;12:40:00;ELETRÔNICA I;25;18;TER;14:25:00;Teórica;E-305
GAUT;GELE7151;654032;14:30:00;ELETRÔNICA I;25;18;TER;16:25:00;Prática;SALA E-211
GELT;GELE7151;342349;14:30:00;ELETRÔNICA I;25;24;TER;16:25:00;Prática;SALA E-211
GELT;GELE7151;342349;12:40:00;ELETRÔNICA I;25;24;TER;14:25:00;Teórica;E-305
GEL;GELE7151;242350;16:30:00;ELETRÔNICA I;25;11;TER;18:15:00;Prática;SALA E-211
GEL;GELE7151;242350;12:40:00;ELETRÔNICA I;25;11;TER;14:25:00;Teórica;E-305
GTEL;GELE7151;540331;12:40:00;ELETRÔNICA I;25;11;TER;14:25:00;Teórica;E-305
GTEL;GELE7151;540331;14:30:00;ELETRÔNICA I;25;11;TER;16:25:00;Prática;SALA E-211
GAUT;GELE7164;655041;16:30:00;ELETRÔNICA II;30;4;QUI;18:15:00;Teórica;H-101
GAUT;GELE7164;655041;12:40:00;ELETRÔNICA II;30;4;QUA;14:25:00;Prática;SALA E-211
GELT;GELE7164;352462;16:30:00;ELETRÔNICA II;25;11;QUI;18:15:00;Teórica;H-101
GELT;GELE7164;352462;12:40:00;ELETRÔNICA II;25;11;QUA;14:25:00;Prática;SALA E-211
GEL;GELE7164;252454;16:30:00;ELETRÔNICA II;25;19;QUI;18:15:00;Teórica;H-101
GEL;GELE7164;252454;14:30:00;ELETRÔNICA II;25;19;QUA;16:25:00;Prática;SALA E-211
GTEL;GELE7164;550420;14:30:00;ELETRÔNICA II;50;10;QUA;16:25:00;Prática;SALA E-211
GTEL;GELE7164;550420;16:30:00;ELETRÔNICA II;50;10;QUI;18:15:00;Teórica;H-101
GAUT;GELE7172;656006;16:30:00;ELETRÔNICA III;30;8;SEX;18:15:00;Prática;
GAUT;GELE7172;656006;14:30:00;ELETRÔNICA III;30;8;SEX;16:25:00;Teórica;E-303
GELT;GELE7172;362569;14:30:00;ELETRÔNICA III;25;11;SEX;16:25:00;Teórica;E-303
GELT;GELE7172;362569;16:30:00;ELETRÔNICA III;25;11;SEX;18:15:00;Prática;
GTEL;GELE7172;560488;14:30:00;ELETRÔNICA III;50;10;SEX;16:25:00;Teórica;E-303
GTEL;GELE7172;560488;16:30:00;ELETRÔNICA III;50;10;SEX;18:15:00;Prática;
GAUT;GELE7326;657005;19:10:00;ELETRÔNICA INDUSTRIAL;20;4;QUI;20:50:00;Teórica;E 201
GAUT;GELE7326;657005;12:40:00;ELETRÔNICA INDUSTRIAL;20;4;QUI;14:25:00;Prática;E 201
GEL;GELE7182;272558;19:11:00;ELETRÔNICA INDUSTRIAL;25;5;QUI;20:51:00;Teórica;E 201
GEL;GELE7182;272558;12:40:00;ELETRÔNICA INDUSTRIAL;25;5;QUI;14:25:00;Prática;E 201
GELT;GELE7326;372553;12:40:00;ELETRÔNICA INDUSTRIAL;25;5;QUI;14:25:00;Prática;E-212
GELT;GELE7326;372553;19:10:00;ELETRÔNICA INDUSTRIAL;25;5;QUI;20:50:00;Teórica;E 201
BCC;GCC1313;930006;13:30:00;EMPREENDEDORISMO;25;17;SEG;15:20:00;Teórica;PAV1SALA01
WEB;GTSI1434;674390;20:00:00;EMPREENDEDORISMO;40;10;TER;21:40:00;Teórica;PAV1SALA03
GPROD;GPRO7202;420066;08:50:00;ENGENHARIA DE MÉTODOS;50;42;SEX;12:35:00;Teórica;L-34
BCC;GCC1312;930005;18:20:00;ENGENHARIA DE REQUISITOS;25;18;SEG;21:50:00;Teórica;PAV1SALA01
WEB;GTSI1431;630010;18:20:00;ENGENHARIA DE REQUISITOS;25;11;SEG;21:50:00;Teórica;PAV1SALA01
BCC;GCC1521;951521;18:20:00;ENGENHARIA DE SOFTWARE;25;10;QUA;21:50:00;Teórica;PAV1SALA02
WEB;GTSI1253;600016;18:20:00;ENGENHARIA DE SOFTWARE;25;2;QUA;21:50:00;Teórica;PAV1SALA02
GCIV;GCIV0806;700013;18:20:00;ENGENHARIA DE TRÁFEGO;20;8;SEG;20:00:00;Teórica;D-210
GPROD;GPRO7702;477702;17:25:00;ENGENHARIA ECONÔMICA;40;40;TER;20:00:00;Teórica;E-313
GLEA;GLEA1095;011095;07:00:00;ENSINO INTERCULTURAL DE LÍNGUAS ESTRANGEIRAS;40;2;SEX;08:45:00;Teórica;
GAUT;GEXT7303;652018;16:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;TER;18:15:00;Teórica;L-35
GAUT;GEXT7303;652018;16:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;QUI;18:15:00;Teórica;L-34
BCC;GEXT7303;930001;14:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;30;30;SEX;16:25:00;Teórica;H-101
BCC;GEXT7303;930001;16:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;30;30;SEX;18:15:00;Teórica;H-101
GEL;GEXT7303;222229;14:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;QUI;16:25:00;Teórica;L-21
GEL;GEXT7303;222229;15:35:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;QUA;17:20:00;Teórica;H-104
GCIV;GEXT7303;720010;14:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;50;50;TER;16:25:00;Teórica;L-22
GCIV;GEXT7303;720010;15:35:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;50;50;SEG;17:20:00;Teórica;E-305
GELT;GEXT7303;322229;15:35:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;12;QUA;17:20:00;Teórica;H-104
GELT;GEXT7303;322229;14:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;12;QUI;16:25:00;Teórica;L-21
GMEC;GEXT7303;120301;10:50:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;55;TER;12:35:00;Teórica;H-103
GMEC;GEXT7303;120301;07:00:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;55;QUA;08:45:00;Teórica;H-103
GPROD;GEXT7303;420069;08:50:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;55;TER;10:45:00;Teórica;H-103
GPROD;GEXT7303;420069;08:50:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;55;QUA;10:45:00;Teórica;H-103
GTEL;GEXT7303;520190;16:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;TER;18:15:00;Teórica;L-35
GTEL;GEXT7303;520190;16:30:00;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;15;QUI;18:15:00;Teórica;L-34
GAUT;GEXT7304;653032;15:35:00;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;25;22;SEG;18:15:00;Teórica;CAMPIII102
GEL;GEXT7304;233265;12:40:00;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;25;12;SEG;15:20:00;Teórica;H-104
GCIV;GEXT7304;730019;13:35:00;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;50;21;TER;16:25:00;Teórica;E-307
GELT;GEXT7304;333265;12:40:00;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;25;9;SEG;15:20:00;Teórica;H-104
GMEC;GEXT7304;130362;08:50:00;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;50;49;QUI;11:40:00;Teórica;H-104
