COD_CURSO;COD_DISCIPLINA;COD_TURMA;HR_INICIO;NOME_DISCIPLINA;VAGAS_OFERECIDAS;VAGAS_OCUPADAS;DIA_SEMANA;HR_FIM;TIPO_AULA;NUM_SALA
WEB;GTSI1412;600004;18:20:00;PROGRAMAÇÃO DE CLIENTE WEB;20;9;SEX;21:40:00;Teórica;PAV01LAB03
BCC;GCC1925;900001;18:20:00;PROGRAMAÇÃO DE CLIENTES WEB;10;10;SEX;21:40:00;Teórica;
BCC;GCC1928;901928;18:20:00;PROGRAMAÇÃO DE SERVIDORES WEB;25;6;QUI;21:40:00;Teórica;PAV01LAB03
WEB;GTSI1251;640044;18:20:00;PROGRAMAÇÃO DE SERVIDORES WEB;25;3;QUI;21:50:00;Teórica;PAV01LAB03
BCC;GCC1415;940003;18:20:00;PROGRAMAÇÃO DE SOFTWARE PARA WEB;25;10;SEX;21:50:00;Teórica;PAV1LAB02
WEB;GTSI1442;640001;18:20:00;PROGRAMAÇÃO DE SOFTWARE PARA WEB;25;5;SEX;21:50:00;Teórica;PAV1LAB02
BCC;GCC1311;930004;18:20:00;PROGRAMAÇÃO ORIENTADA A OBJETOS;25;24;QUA;21:50:00;Teórica;LAB-1
WEB;GTSI1433;620009;18:20:00;PROGRAMAÇÃO ORIENTADA A OBJETOS;25;23;QUA;21:50:00;Prática;LAB-1
BCC;GCC1103;910005;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;32;9;SEX;20:00:00;Teórica;
BCC;GCC1103;910005;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;32;9;QUA;20:00:00;Teórica;H-101
WEB;GTSI1413;600012;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;6;5;QUA;20:00:00;Teórica;
WEB;GTSI1413;600012;18:20:00;PROJETO DE ALGORITMOS COMPUTACIONAIS;6;5;SEX;20:00:00;Teórica;H-101
BCC;GCC1417;940005;18:20:00;PROJETO DE BANCO DE DADOS;25;12;TER;21:50:00;Teórica;PAV01LAB03
WEB;GTSI1445;650099;18:20:00;PROJETO DE BANCO DE DADOS;25;22;TER;21:50:00;Teórica;PAV01LAB03
GAUT;GELE7353;607553;07:00:00;PROJETO DE PROTÓTIPOS II;10;0;SEG;10:40:00;Teórica;E 201
GAUT;GELE7353;607553;07:00:00;PROJETO DE PROTÓTIPOS II;10;0;QUA;10:40:00;Teórica;
GPROD;GPRO7204;470095;17:25:00;PROJETO DO  PRODUTO;40;40;QUI;20:00:00;Teórica;E-307
BCC;GCC1733;991733;18:20:00;PROJETO E CONSTRUÇÃO DE SISTEMAS;25;7;SEX;21:50:00;Teórica;PAV1SALA01
WEB;GTSI1467;600011;18:20:00;PROJETO E CONSTRUÇÃO DE SISTEMAS;20;0;SEX;21:50:00;Teórica;
GCIV;GCIV8302;720017;18:20:00;PROJETO ESTRUTURANTE I;45;34;QUA;20:00:00;Teórica;D-214
GCIV;GCIV8405;730026;18:20:00;PROJETO ESTRUTURANTE II;40;39;TER;20:00:00;Teórica;D-208
GMEC;GMEC1602;190611;;Projeto Final;50;1;;;;
GELT;GELE1102;301102;;Projeto Final (Eletrônica);30;6;;;;
GEL;GELE1005;291005;;Projeto Final (Eletrotécnica);5;2;;;;
GAUT;GELE7331;658001;;PROJETO FINAL I;30;9;;;;
GELT;GELE7102;382562;;PROJETO FINAL I;25;9;;;;
GEL;GELE7005;282560;;PROJETO FINAL I;30;9;;;;
GCIV;GCIV8907;780023;14:30:00;PROJETO FINAL I;40;29;QUI;18:15:00;Teórica;
GMEC;GMEC7602;190612;;PROJETO FINAL I;50;16;;;;
GPROD;GPRO7808;480090;17:25:00;PROJETO FINAL I;40;19;TER;19:10:00;Prática;
GPROD;GPRO7808;480090;17:25:00;PROJETO FINAL I;40;19;QUA;19:10:00;Prática;
GPROD;GPRO7808;480090-B;13:35:00;PROJETO FINAL I;40;16;TER;17:25:00;Prática;
GTEL;GELE7202;580534;19:10:00;PROJETO FINAL I;30;9;QUI;20:50:00;Teórica;
GCIV;GCIV8003;780026;14:30:00;PROJETO FINAL II;40;36;QUI;18:15:00;Teórica;
GAUT;GELE7337;658010;;PROJETO FINAL II;100;9;;;;
GEL;GELE7315;282599;;PROJETO FINAL II;30;18;;;;
GELT;GELE7323;300007;;PROJETO FINAL II;25;11;;;;
GMEC;GMEC7603;190609;;PROJETO FINAL II;30;9;;;;
GPROD;GPRO7809;480092;17:25:00;PROJETO FINAL II;40;14;TER;20:50:00;Prática;
GPROD;GPRO7809;480092-B;13:35:00;PROJETO FINAL II;40;31;TER;17:25:00;Prática;
GTEL;GELE7328;500007;19:10:00;PROJETO FINAL II;30;17;QUI;20:50:00;Teórica;
GPROD;GPRO7205;460095;09:55:00;PROJETO ORGANIZACIONAL;40;40;SEG;12:35:00;Teórica;L-34
GMEC;GMEC7305;170303;08:50:00;PROJETOS DE FERRAMENTAS;50;45;QUI;12:35:00;Teórica;E-303
GAUT;GDES1501;601501;07:00:00;PROJETOS E PROTÓTIPOS I;3;3;QUA;10:40:00;Prática;
GAUT;GDES1501;601501;07:00:00;PROJETOS E PROTÓTIPOS I;3;3;SEG;10:40:00;Prática;E 201
GTEL;GELE7283;570526;18:20:00;PROPAGAÇÃO DE ONDAS;50;7;QUI;20:50:00;Teórica;D-304
GEL;GELE7008;282557;18:20:00;PROTEÇÃO DO SISTEMA ELÉTRICO;30;7;SEX;20:50:00;Teórica;D-202
GTEL;GELE7286;560478;13:35:00;PROTOCOLOS;50;10;SEG;16:25:00;Teórica;E 201
GPROD;GPRO7810;470096;09:55:00;PSICOLOGIA E SOCIOLOGIA DO TRABALHO;50;32;TER;12:35:00;Teórica;L-21
GAUT;GEXT7702;650004;14:30:00;QUÍMICA;7;5;TER;16:25:00;Teórica;H-104
GAUT;GEXT7702;650004;12:40:00;QUÍMICA;7;5;SEX;14:25:00;Prática;H-103
AMB;GFSQ9201;130001;17:30:00;QUÍMICA;10;10;SEX;19:10:00;Teórica;A-303
AMB;GFSQ9201;130001;17:30:00;QUÍMICA;10;10;QUA;19:10:00;Teórica;A-303
GEL;GEXT7702;201022;16:30:00;QUÍMICA;7;4;SEX;18:15:00;Prática;L-21
GEL;GEXT7702;201022;16:30:00;QUÍMICA;7;4;TER;18:15:00;Teórica;H-103
GCIV;GEXT7702;700004-B;14:30:00;QUÍMICA;7;2;SEX;16:25:00;Prática;L-23
GCIV;GEXT7702;700004-B;12:40:00;QUÍMICA;7;2;TER;14:25:00;Teórica;H-101
GCIV;GEXT7702;700004-A;14:30:00;QUÍMICA;7;5;SEX;16:25:00;Prática;L-31
GCIV;GEXT7702;700004-A;12:40:00;QUÍMICA;7;5;TER;14:25:00;Teórica;H-101
GELT;GEXT7702;301022;16:30:00;QUÍMICA;7;0;TER;18:15:00;Teórica;H-103
GELT;GEXT7702;301022;16:30:00;QUÍMICA;7;0;SEX;18:15:00;Prática;L-21
GMEC;GEXT7702;101024-A;12:40:00;QUÍMICA;29;7;TER;14:25:00;Teórica;H-104
GMEC;GEXT7702;101024-A;07:00:00;QUÍMICA;29;7;SEX;08:45:00;Prática;H-103
GMEC;GEXT7702;101024-B;12:40:00;QUÍMICA;29;6;TER;14:25:00;Teórica;
GMEC;GEXT7702;101024-B;07:00:00;QUÍMICA;29;6;SEX;08:45:00;Prática;H-104
GPROD;GEXT7702;400004-A;08:50:00;QUÍMICA;7;7;TER;10:45:00;Teórica;H-104
GPROD;GEXT7702;400004-A;08:50:00;QUÍMICA;7;7;SEX;10:45:00;Prática;H-103
GPROD;GEXT7702;400004-B;08:50:00;QUÍMICA;7;5;TER;10:45:00;Teórica;H-104
GPROD;GEXT7702;400004-B;08:50:00;QUÍMICA;7;5;SEX;10:45:00;Prática;
GTEL;GEXT7702;501024;14:30:00;QUÍMICA;7;4;TER;16:25:00;Teórica;L-34
GTEL;GEXT7702;501024;12:40:00;QUÍMICA;7;4;SEX;14:25:00;Prática;H-103
AMB;GFSQ9205;130010;19:10:00;QUÍMICA AMBIENTAL;60;34;SEX;22:40:00;Teórica;A-305
GAMB;GEAMB1102;162004;;QUÍMICA GERAL E INORGÂNICA;50;0;;;;
GCIV;GCIV0805;700008;20:00:00;RECUPERAÇÃO DE ESTRUTURA DE CONCRETO ARMADO;20;20;QUA;21:50:00;Teórica;D-216
AMB;GEDA9219;130019;17:30:00;RECURSOS NATURAIS E CONSERVAÇÃO DE ENERGIA;60;18;TER;20:00:00;Teórica;A-301
GCIV;GCIV8806;770015;15:35:00;RECURSOS NATURAIS I;40;32;SEX;17:20:00;Teórica;PAV2/P222
GAUT;GELE7272;657002;16:30:00;REDES I;20;6;QUA;18:15:00;Teórica;L-22
GAUT;GELE7272;657002;18:20:00;REDES I;20;6;QUA;20:00:00;Prática;E202
GELT;GELE7272;372557;16:30:00;REDES I;25;7;QUA;18:15:00;Teórica;L-22
GELT;GELE7272;372557;18:20:00;REDES I;25;7;QUA;20:00:00;Prática;E202
GTEL;GELE7272;572557;16:30:00;REDES I;30;12;QUA;18:15:00;Teórica;L-22
GTEL;GELE7272;572557;18:15:00;REDES I;30;12;QUA;20:00:00;Prática;E202
GTEL;GELE7321;580535;19:10:00;REDES II;50;11;TER;21:50:00;Teórica;H-104
AMB;GEDA9217;130023;20:00:00;RESÍDUOS SÓLIDOS URBANOS E LIMPEZA PÚBLICAS;60;29;SEG;22:40:00;Teórica;
GMEC;GMEC7005;140004;08:50:00;RESISTÊNCIA DE MATERIAIS II;50;50;SEG;10:45:00;Teórica;E-305
GMEC;GMEC7005;140004;08:50:00;RESISTÊNCIA DE MATERIAIS II;50;50;TER;10:45:00;Teórica;E-305
GAUT;GMEC7006;653033;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;10;SEX;15:20:00;Teórica;E-301
GEL;GMEC7006;233267;12:40:00;RESISTÊNCIA DE MATERIAIS III;21;14;SEX;15:20:00;Teórica;E-301
GELT;GMEC7006;333267;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;5;SEX;15:20:00;Teórica;E-301
GPROD;GMEC7006;430074;07:00:00;RESISTÊNCIA DE MATERIAIS III;45;45;TER;09:40:00;Teórica;L-21
GTEL;GMEC7006;530262;12:40:00;RESISTÊNCIA DE MATERIAIS III;20;10;SEX;15:20:00;Teórica;E-301
GCIV;GCIV8406;730027;19:10:00;RESISTÊNCIA DOS MATERIAIS I;40;40;SEG;21:50:00;Teórica;H-101
GMEC;GMEC7004;130354;10:50:00;RESISTÊNCIA DOS MATERIAIS I;50;42;TER;12:35:00;Teórica;L-35
GMEC;GMEC7004;130354;10:50:00;RESISTÊNCIA DOS MATERIAIS I;50;42;SEX;12:35:00;Teórica;E-303
GCIV;GCIV8507;740033;19:10:00;RESISTÊNCIA DOS MATERIAIS II;40;40;QUA;21:50:00;Teórica;D-218
GLEA;GADM7743;017743;18:20:00;RESPONSABILIDADE SOCIAL;5;0;TER;20:00:00;Teórica;CAMPIII102
GPROD;GADM7743;490014;18:20:00;RESPONSABILIDADE SOCIAL;5;5;TER;20:00:00;Teórica;CAMPIII102
GCIV;GCIV8602;750002-B;18:20:00;RODOVIAS E FERROVIAS I;40;9;SEG;20:00:00;Teórica;D-208
GCIV;GCIV8602;750002-A;20:01:00;RODOVIAS E FERROVIAS I;40;31;SEG;21:51:00;Teórica;D-208
GCIV;GCIV8602;750002-B;18:20:00;RODOVIAS E FERROVIAS I;40;9;QUA;20:00:00;Teórica;D-208
GCIV;GCIV8602;750002-A;20:00:00;RODOVIAS E FERROVIAS I;40;31;QUA;21:50:00;Teórica;D-208
GCIV;GCIV8703;760003;07:55:00;RODOVIAS E FERROVIAS II;40;40;SAB;10:45:00;Teórica;D-204
AMB;GEDA9213;130007;19:10:00;SANEAMENTO AMBIENTAL;10;10;SEG;22:40:00;Teórica;A-303
GCIV;GCIV8702;760002;16:30:00;SANEAMENTO BÁSICO;40;40;QUA;19:10:00;Teórica;PAV2/P222
BCC;GCC1922;958992;18:20:00;SEGURANÇA DA INFORMAÇÃO;25;3;TER;21:40:00;Teórica;PAV1SALA01
WEB;GTSI1263;640019;18:20:00;SEGURANÇA DA INFORMAÇÃO;25;1;TER;21:50:00;Teórica;PAV1SALA01
GELT;GELE7349;307349;19:10:00;SENSORES E TÉCNICAS DE MEDIDAS;15;5;TER;20:00:00;Teórica;SALA E-214
GELT;GELE7349;307349;20:00:00;SENSORES E TÉCNICAS DE MEDIDAS;15;5;TER;21:50:00;Prática;E-212
GPROD;GPRO7701;407701;17:25:00;SIMULAÇÃO;15;3;QUI;20:00:00;Teórica;L-24
GLEA;GADM7731;017731;20:00:00;SIMULAÇÕES EMPRESARIAIS;5;0;QUA;21:50:00;Teórica;E-313
GAUT;GELE7303;655046;12:40:00;SINAIS E SISTEMAS;20;9;TER;15:20:00;Teórica;L-32
GEL;GELE7303;252440;12:40:00;SINAIS E SISTEMAS;30;17;TER;15:20:00;Teórica;L-32
GELT;GELE7303;352440;12:40:00;SINAIS E SISTEMAS;25;12;TER;15:20:00;Teórica;L-32
GTEL;GELE7303;552440;12:40:00;SINAIS E SISTEMAS;30;8;TER;15:20:00;Teórica;L-32
GAUT;GELE7346;600015;16:30:00;SÍNTESE DE FILTROS;50;0;QUI;20:00:00;Teórica;
BCC;GCC1732;971732;14:30:00;SISTEMAS CONCORRENTES E DISTRIBUÍDOS;25;9;TER;18:15:00;Teórica;LAB-1
WEB;GTSI1404;601404;14:30:00;SISTEMAS CONCORRENTES E DISTRIBUÍDOS;25;3;TER;18:15:00;Teórica;
AMB;GMEC9224;130009;20:00:00;SISTEMAS DE ABASTECIMENTO DE ÁGUA;60;27;TER;22:40:00;Teórica;A-305
AMB;GMEC9225;130008;17:30:00;SISTEMAS DE ESGOTO E DRENAGEM;60;22;QUI;19:10:00;Teórica;
AMB;GMEC9225;130008;17:30:00;SISTEMAS DE ESGOTO E DRENAGEM;60;22;QUA;19:10:00;Teórica;A-305
GCIV;GCIV0816;700816;18:20:00;SISTEMAS DE IMPERMEABILIZAÇÃO;20;19;QUI;20:00:00;Teórica;D-212
GAUT;GELE7296;656005;17:25:00;SISTEMAS DE QUALIDADE;20;4;QUI;19:10:00;Teórica;L-35
GEL;GELE7296;200006;17:25:00;SISTEMAS DE QUALIDADE;15;7;QUI;19:10:00;Teórica;L-35
GELT;GELE7296;300006;17:25:00;SISTEMAS DE QUALIDADE;25;3;QUI;19:10:00;Teórica;L-35
GTEL;GELE7296;500006;17:25:00;SISTEMAS DE QUALIDADE;10;5;QUI;19:10:00;Teórica;L-35
GTEL;GELE7344;500051;17:25:00;SISTEMAS DE RADAR;20;1;QUI;20:00:00;Teórica;
GTEL;GELE7285;570528;19:10:00;SISTEMAS DE TELECOMUNICAÇÕES;30;6;SEG;21:50:00;Teórica;H-103
GAUT;GELE7173;654031;16:30:00;SISTEMAS DIGITAIS;10;10;QUA;18:15:00;Prática;E202
GAUT;GELE7173;654031;16:30:00;SISTEMAS DIGITAIS;10;10;TER;18:15:00;Teórica;E-306
BCC;GCC1309;930002;13:35:00;SISTEMAS DIGITAIS;25;23;TER;15:20:00;Teórica;LAB-1
GELT;GELE7173;342318;16:30:00;SISTEMAS DIGITAIS;25;19;TER;18:15:00;Teórica;L-22
GELT;GELE7173;342318;16:30:00;SISTEMAS DIGITAIS;25;19;QUA;18:15:00;Prática;E-212
GTEL;GELE7173;540318;16:30:00;SISTEMAS DIGITAIS;10;9;TER;18:15:00;Teórica;E-306
GTEL;GELE7173;540318;16:30:00;SISTEMAS DIGITAIS;10;9;QUA;18:15:00;Prática;E202
GCIV;GCIV8201;710009;20:00:00;SISTEMAS E OBRAS DE ENGENHARIA PARA CIDADES;45;37;TER;21:50:00;Teórica;D-204
GCIV;GCIV8201;710009;18:20:00;SISTEMAS E OBRAS DE ENGENHARIA PARA CIDADES;45;37;SEX;20:00:00;Teórica;D-204
GCIV;GCIV8605;750005;17:25:00;SISTEMAS ESTRUTURAIS E TEORIA DAS ESTRUTURAS;40;9;SEG;20:00:00;Teórica;PAV.2/P223
GCIV;GCIV8605;750006;14:30:00;SISTEMAS ESTRUTURAIS E TEORIA DAS ESTRUTURAS;40;34;SEG;17:20:00;Teórica;PAV.2/P223
GMEC;GMEC7205;180602;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;10;TER;20:00:00;Prática;D-112
GMEC;GMEC7205;180602;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;10;QUA;20:50:00;Teórica;D-318
GMEC;GMEC7205;180603;20:00:00;SISTEMAS FLUIDOMECÂNICOS;13;1;TER;21:50:00;Prática;D-112
GMEC;GMEC7205;180603;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;1;QUA;20:50:00;Teórica;D-318
GMEC;GMEC7205;180606;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;2;QUA;20:50:00;Teórica;D-318
GMEC;GMEC7205;180606;20:00:00;SISTEMAS FLUIDOMECÂNICOS;13;2;QUI;21:50:00;Prática;D-112
GMEC;GMEC7205;180607;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;6;QUA;20:50:00;Teórica;D-318
GMEC;GMEC7205;180607;18:20:00;SISTEMAS FLUIDOMECÂNICOS;13;6;QUI;20:00:00;Prática;D-112
BCC;GCC1205;920003;18:20:00;SISTEMAS OPERACIONAIS;25;17;TER;21:40:00;Teórica;LAB-1
WEB;GTSI1421;610002;18:20:00;SISTEMAS OPERACIONAIS;25;17;TER;21:40:00;Teórica;LAB-1
GMEC;GMEC7204;180609;16:30:00;SISTEMAS TÉRMICOS;50;21;QUI;20:00:00;Teórica;L-22
GCIV;GCIV8802;778802;19:10:00;SISTEMAS VIÁRIOS;40;3;QUA;21:50:00;Teórica;D-210
GCIV;GCIV8802;770013;19:10:00;SISTEMAS VIÁRIOS;40;20;SEX;21:50:00;Teórica;D-206
GEL;GELE7097;282558;15:35:00;SUBESTAÇÕES DE POTÊNCIA;30;9;SEX;18:15:00;Teórica;CAMPIII201
GEL;GELE7307;272556;18:20:00;SUBESTAÇÕES INDUSTRIAIS E EQUIPAMENTOS;30;18;QUA;20:00:00;Teórica;L-32
GPROD;GPRO7853;407853;08:50:00;SUSTENTABILIDADE CORPORATIVA;15;15;SEG;11:40:00;Teórica;L-35
GCIV;GCIV0810;700810;18:20:00;TÉCNICAS DE TERRAPLENAGEM;20;20;QUI;20:00:00;Teórica;D-208
GCIV;GCIV8807;770016;19:10:00;TECNOLOGIA DAS CONSTRUÇÕES I;40;29;SEG;21:50:00;Teórica;D-218
GCIV;GCIV8906;780020;19:10:00;TECNOLOGIA DAS CONSTRUÇÕES II;40;35;QUA;21:50:00;Teórica;D-212
GPROD;GMEC7308;430069;10:50:00;TECNOLOGIA DE MATERIAIS;45;36;QUA;12:35:00;Teórica;H-101
GELT;GELE7152;342366;21:00:00;TECNOLOGIA DOS SEMICONDUTORES;25;12;SEG;22:40:00;Prática;PAVILHÃO 1
GELT;GELE7152;342366;19:10:00;TECNOLOGIA DOS SEMICONDUTORES;25;12;SEG;20:50:00;Teórica;LAB 5
GCIV;GCIV8801;770010;19:10:00;TECNOLOGIA HIDRO-SANITÁRIA;40;18;QUA;21:50:00;Teórica;H-104
GPROD;GPRO7857;407857;08:50:00;TECNOLOGIA, FATORES HUMANOS E SOCIEDADE;10;9;SEG;12:35:00;Teórica;CAMPIII102
GTEL;GELE7281;580001;18:20:00;TELEFONIA;30;12;TER;20:50:00;Teórica;E-307
GTEL;GELE7292;580537;19:11:00;TELEVISÃO DIGITAL;50;12;QUA;20:51:00;Teórica;BLOCO.E209
GTEL;GELE7292;580537;21:00:00;TELEVISÃO DIGITAL;50;12;QUA;22:40:00;Prática;BLOCO.E209
BCC;GCC1624;960000;15:35:00;TEORIA DA COMPUTAÇÃO;25;6;QUA;17:20:00;Teórica;PAV1LAB02
BCC;GCC1624;960000;15:35:00;TEORIA DA COMPUTAÇÃO;25;6;SEX;17:20:00;Teórica;
WEB;GTSI1305;600086;15:35:00;TEORIA DA COMPUTAÇÃO;25;1;QUA;17:20:00;Teórica;
WEB;GTSI1305;600086;15:35:00;TEORIA DA COMPUTAÇÃO;25;1;SEX;17:20:00;Teórica;
GLEA;GLEA1639;011639;07:00:00;TEORIA E TÉCNICAS DE NEGOCIAÇÕES INTERNACIONAIS;40;6;QUI;09:40:00;Teórica;CAMPIII202
GMEC;GMEC7202;140003;13:35:00;TERMODINÂMICA I;50;38;QUI;16:25:00;Teórica;L-22
GMEC;GMEC7203;140422;17:25:00;TERMODINÂMICA II;50;50;SEG;20:00:00;Teórica;E-301
BCC;GCC1929;901929;18:20:00;TESTE DE SOFTWARE;25;1;TER;21:50:00;Teórica;
WEB;GTSI1470;601470;18:20:00;TESTE DE SOFTWARE;25;4;TER;21:50:00;Teórica;
WEB;GTSI7624;607624;18:20:00;TÓPICOS AVANÇADOS EM INFORMÁTICA;20;9;QUA;20:00:00;Prática;
GLEA;GLEA1426;010016;07:50:00;TÓPICOS DE NEGOCIAÇÕES INTERNACIONAIS I;40;19;SEG;08:45:00;Teórica;CAMPIII202
GLEA;GLEA1426;010016;10:50:00;TÓPICOS DE NEGOCIAÇÕES INTERNACIONAIS I;40;19;SEG;12:35:00;Teórica;CAMPIII202
GLEA;GADM7736;017736;19:10:00;TÓPICOS EM ADMINISTRAÇÃO I;5;1;QUA;21:50:00;Teórica;Aud. II
GPROD;GADM7736;490009;19:10:00;TÓPICOS EM ADMINISTRAÇÃO I;5;4;QUA;21:50:00;Teórica;Aud. II
GAUT;GELE7338;607338;14:30:00;TÓPICOS ESPECIAIS EM AUTOMAÇÃO I;4;2;QUI;17:00:00;Teórica;E 201
GPROD;GPRO7856;407856;18:20:00;TÓPICOS ESPECIAIS EM GERENCIAMENTO DE PROJETOS;10;9;TER;20:50:00;Teórica;D-312
GPROD;GPRO7838;490005;17:25:00;TÓPICOS ESPECIAIS EM MÉTODOS ESTATÍSTICOS;15;15;SEG;20:00:00;Teórica;L-23
AMB;GMAD9209;130015;19:10:00;TOPOGRAFIA E CARTOGRAFIA;60;20;SEG;21:50:00;Teórica;A-305
GCIV;GCIV8403;730021-B;19:10:00;TOPOGRAFIA E GEODÉSIA;40;32;QUA;21:50:00;Teórica;D-204
GCIV;GCIV8403;730021-A;17:25:00;TOPOGRAFIA E GEODÉSIA;40;19;QUI;20:00:00;Teórica;PAV2/P222
AMB;GEDA9225;130025;17:30:00;TRABALHO DE CONCLUSÃO DE CURSO;60;18;QUA;20:00:00;Prática;D-326
AMB;GEDA9225;130025;17:30:00;TRABALHO DE CONCLUSÃO DE CURSO;60;18;QUI;19:10:00;Teórica;D-326
GLEA;GLEA1640;011640;08:50:00;TRABALHO E LINGUAGEM;40;8;TER;10:45:00;Teórica;CAMPIII201
GMEC;GMEC7201;170302;09:55:00;TRANSFERÊNCIA DE CALOR;50;42;SEG;12:35:00;Teórica;L-21
GMEC;GMEC7201;170302;10:50:00;TRANSFERÊNCIA DE CALOR;50;42;QUA;12:35:00;Prática;E-305
GEL;GELE7313;292572;16:30:00;TRANSITÓRIOS ELETROMAGNÉTICOS;20;9;SEX;19:10:00;Teórica;L-35
GTEL;GELE7293;562554;16:30:00;TRANSMISSÃO DIGITAL I;30;13;SEG;19:10:00;Teórica;CAMPIII202
GTEL;GELE7207;580003;16:30:00;TRANSMISSÃO DIGITAL II;30;9;SEG;19:10:00;Teórica;CAMPIII204
GCIV;GCIV8902;789090;20:00:00;TRANSPORTE E LOGÍSTICA;40;11;SEG;21:50:00;Teórica;D-210
GCIV;GCIV8902;780018;10:50:00;TRANSPORTE E LOGÍSTICA;40;16;SAB;12:30:00;Teórica;D-204
AMB;GEDA9218;130016;19:10:00;TRATAMENTO DE ÁGUA;60;28;QUI;22:40:00;Teórica;A-301
AMB;GEDA9222;130029;17:30:00;TRATAMENTO DE ÁGUAS RESIDUÁRIAS;60;24;SEX;19:10:00;Teórica;D-326
AMB;GEDA9222;130029;17:30:00;TRATAMENTO DE ÁGUAS RESIDUÁRIAS;60;24;TER;19:10:00;Teórica;D-326
AMB;GEDA9223;130030;17:30:00;TRATAMENTO DE RESÍDUOS SÓLIDOS;60;15;SEG;19:10:00;Teórica;D-326
AMB;GEDA9223;130030;20:00:00;TRATAMENTO DE RESÍDUOS SÓLIDOS;60;15;QUA;21:50:00;Teórica;D-326
GCIV;GCIV0809;700012;18:20:00;TÚNEIS;20;20;QUA;20:00:00;Teórica;D-216
GAUT;GEXT7306;653023;17:25:00;VARIÁVEIS COMPLEXAS;20;16;QUI;20:00:00;Teórica;CAMPIII102
BCC;GEXT7306;900021;17:25:00;VARIÁVEIS COMPLEXAS;10;3;QUI;20:00:00;Teórica;CAMPIII102
GEL;GEXT7306;232319;17:25:00;VARIÁVEIS COMPLEXAS;20;6;SEG;20:00:00;Teórica;L-31
GELT;GEXT7306;332319;17:25:00;VARIÁVEIS COMPLEXAS;20;6;SEG;20:00:00;Teórica;L-31
GTEL;GEXT7306;530255;17:25:00;VARIÁVEIS COMPLEXAS;20;16;QUI;20:00:00;Teórica;CAMPIII102
GMEC;GMEC7508;180608;18:20:00;VIBRAÇÕES MECÂNICAS;40;35;TER;20:50:00;Teórica;D-304
